@relation 'spambase-weka.filters.unsupervised.attribute.Remove-R1-6,8-20,22-51,54-55,57_clustered'

@attribute Instance_number numeric
@attribute word_freq_remove numeric
@attribute word_freq_your numeric
@attribute char_freq_! numeric
@attribute char_freq_$ numeric
@attribute capital_run_length_longest numeric
@attribute class {0,1}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5}

@data
66,0.48,1.95,0.589,0.294,47,1,cluster4
67,1.47,1.47,0.5,0,3,1,cluster0
68,0,1.23,1.053,0.351,66,1,cluster0
69,0,0,0,0.1,59,1,cluster0
70,2.53,3.79,0.537,0,287,1,cluster4
71,0,1.06,0.877,0,61,1,cluster0
72,0,1.34,0.807,0,121,1,cluster0
73,0.46,1.38,0.298,0.223,13,1,cluster0
74,0.48,2.41,0.486,0.243,78,1,cluster4
75,0,0.94,1.366,0,245,1,cluster0
76,0,1.18,0.165,0.082,16,1,cluster0
77,0,1.26,0.437,0.234,45,1,cluster0
78,0.2,0.62,0.132,0,15,1,cluster0
79,0,0,0,0.338,5,1,cluster0
80,0,1.11,1.431,0,29,1,cluster0
81,0.23,1.9,0.197,0,280,1,cluster0
82,0,0,0.495,0,8,1,cluster0
83,0,1.28,0.724,0,9,1,cluster0
84,0,0,0.834,0,27,1,cluster0
85,0.46,1.4,0.571,0.214,64,1,cluster0
86,0,2.3,0.061,0.061,20,1,cluster4
87,0,1.58,0.268,0,26,1,cluster0
88,0,1.21,0.096,0.085,144,1,cluster0
89,0,0,0,0,23,1,cluster0
90,1.12,1.68,1.083,0.333,140,1,cluster0
91,0.05,1.5,0.322,0.764,193,1,cluster0
92,0.03,1.53,0.613,0.532,763,1,cluster0
93,0.03,1.53,0.612,0.531,763,1,cluster0
94,0,2.31,0.082,0.823,12,1,cluster4
95,0.46,0,0,0,32,1,cluster0
96,0,1.4,1.284,0,61,1,cluster0
97,0,0.86,0.736,0,61,1,cluster0
98,0,0,0.31,0,17,1,cluster0
99,0,1.24,0.461,0.527,19,1,cluster0
100,0.7,1.41,0.38,0,3,1,cluster0
101,0,0,0.662,0,131,1,cluster0
102,0,0,1.529,0,22,1,cluster0
103,0,0,0.662,0,131,1,cluster0
104,0,0,1.529,0,22,1,cluster0
105,0,0,0.662,0,131,1,cluster0
106,0,0,1.529,0,22,1,cluster0
107,0,0,0.462,0,22,1,cluster0
108,0,0,1.529,0,22,1,cluster0
109,1.96,1.96,0,0,60,1,cluster4
110,2.46,0,1.907,0,7,1,cluster0
111,0,0,0,0,27,1,cluster0
112,0.76,0.76,0,0.177,79,1,cluster0
113,0,0.95,0,0,6,1,cluster0
114,0.12,1.38,0,0.119,38,1,cluster0
115,0,1.53,0.542,0,19,1,cluster0
116,0,0.75,0.054,0.118,96,1,cluster0
117,0,0.75,0.054,0.118,96,1,cluster0
118,2.56,5.12,0.542,0,304,1,cluster4
119,1.11,1.67,1.158,0.331,140,1,cluster0
120,0,0.75,0.054,0.118,96,1,cluster0
121,0,0.75,0.054,0.118,96,1,cluster0
122,0,1.34,0.335,1.281,595,1,cluster0
123,0.16,0.64,0.271,0.024,149,1,cluster0
124,0.3,0.61,0.092,0.322,49,1,cluster0
125,0.33,3.69,1.194,0.054,101,1,cluster4
126,0,3.03,0.089,0.178,53,1,cluster4
127,0.59,1.19,0.427,0,33,1,cluster0
128,0.4,2,0.706,0.212,13,1,cluster4
129,0,2.48,0.97,0.149,335,1,cluster4
130,0.38,1.52,0.598,0.179,78,1,cluster0
131,0.4,2,0.121,0,12,1,cluster4
132,0,1.12,0.606,0,19,1,cluster0
133,0.16,0.47,0.299,0.174,24,1,cluster0
134,0,0,0.215,0.431,25,1,cluster0
135,0,0.78,0.16,0.16,31,1,cluster0
136,0,0.78,0.16,0.16,31,1,cluster0
137,0,0.33,0.12,0.541,21,1,cluster0
138,0,1.49,0,0,2,1,cluster0
139,0,0.82,0,0,11,1,cluster0
140,0,0.33,0.12,0.541,21,1,cluster0
141,1.58,0,0.558,0.279,23,1,cluster0
142,0,1.34,0.335,1.281,595,1,cluster0
143,1.58,0,0.558,0.279,23,1,cluster0
144,0,1.38,0.715,0,2,1,cluster0
145,0,0,0.215,0.431,27,1,cluster0
146,0,0.33,0.12,0.541,21,1,cluster0
147,0.14,0.43,0.865,0.023,132,1,cluster0
148,0,1.09,0.063,0.126,35,1,cluster0
149,0,2.44,0.565,0.121,18,1,cluster4
150,0,1.17,0.261,0,19,1,cluster0
151,1.12,1.69,1.32,0.33,140,1,cluster0
152,0,1.35,0.2,0,3,1,cluster0
153,0,0.62,1.055,0,16,1,cluster0
154,0,0.67,0.484,0,19,1,cluster0
155,0,2.38,0,0,11,1,cluster4
156,1.31,3.94,0.117,0.117,186,1,cluster4
157,0.45,0.9,0.135,0,46,1,cluster0
158,0,0.85,1.088,0,107,1,cluster0
159,0,0.27,0,0.185,99,1,cluster0
160,0,0.43,0.146,0.146,99,1,cluster0
161,0,2.31,0.081,0.816,12,1,cluster4
162,0,1.31,0.265,0,38,1,cluster0
163,0.34,1.03,0,0,13,1,cluster0
164,0,2.31,0.081,0.816,12,1,cluster4
165,0.62,1.86,0.517,0,22,1,cluster0
166,1.05,0,0,0,34,1,cluster0
167,0,1.06,0.7,0,61,1,cluster0
168,0.15,0.76,0.567,0.024,132,1,cluster0
169,0.57,1.15,0.518,0,33,1,cluster0
170,0.26,1.05,0.31,0,71,1,cluster0
171,0.08,3.17,0.095,0.013,48,1,cluster4
172,0,1.5,0.892,0,19,1,cluster0
173,0,0.54,1.443,0,16,1,cluster0
174,0,0.78,0.889,0,15,1,cluster0
175,0,1.02,0.968,0,18,1,cluster0
176,0,0,0,0,2,1,cluster0
177,0,1.79,0.944,0.145,28,1,cluster0
178,0,1.32,0.583,0,121,1,cluster0
179,0,1.02,0.969,0,18,1,cluster0
180,0.08,0.77,0.258,0.258,300,1,cluster0
181,0.08,0.78,0.259,0.259,62,1,cluster0
182,0,0.87,0.835,0,107,1,cluster0
183,0,1.78,1.083,0.144,28,1,cluster0
184,0,0,0.118,0,7,1,cluster0
185,0,0,1.754,0,1,1,cluster0
186,0,0.53,0.032,0.14,14,1,cluster0
187,3.12,0,0,0,60,1,cluster0
188,0,1.59,0.28,0.186,85,1,cluster0
189,0.93,1.4,0.135,0,46,1,cluster0
190,1.12,2.82,0,0,5,1,cluster4
191,0,5.29,0.83,0.069,43,1,cluster4
192,0,2.41,1.192,0,12,1,cluster4
193,0.14,0.58,0.585,0.046,132,1,cluster0
194,0.08,3.17,0.095,0.013,48,1,cluster4
195,0,0.81,0.294,0.147,11,1,cluster0
196,1.08,1.08,1.18,0.252,68,1,cluster0
197,0.08,3.17,0.108,0.013,48,1,cluster4
198,1.07,1.07,1.183,0.253,68,1,cluster0
199,0.51,1.03,0.067,0,17,1,cluster0
200,1.09,1.64,1.045,0.321,140,1,cluster0
201,0,1.15,0.985,0.184,78,1,cluster0
202,0,1.17,0.869,0.186,78,1,cluster0
203,0.86,4.76,0.915,0,47,1,cluster4
204,0,0.68,0.187,0.112,30,1,cluster0
205,0,1.12,0.615,0,19,1,cluster0
206,0,0.55,0.893,0,16,1,cluster0
207,0,4.6,0.816,0.068,43,1,cluster4
208,0.61,1.23,0.353,0,13,1,cluster0
209,0.44,3.33,0.563,0.15,1038,1,cluster4
210,0.08,0.94,0.287,0.223,62,1,cluster0
211,1.04,2.08,0,0,11,1,cluster4
212,1.33,5.33,0.202,1.417,223,1,cluster4
213,1.08,1.08,1.182,0.253,68,1,cluster0
214,0,0.62,0.08,0,18,1,cluster0
215,0,2.72,0.165,0.165,41,1,cluster4
216,0,0.02,0,0.022,20,1,cluster0
217,0,0.02,0,0.022,20,1,cluster0
218,0.53,1.16,0.212,0.185,583,1,cluster0
219,0,0.48,0.468,0.267,61,1,cluster0
220,0,2.31,0.081,0.816,12,1,cluster4
221,0.68,1.37,0.366,0.061,12,1,cluster0
222,0,0.72,0.633,0.063,363,1,cluster0
223,0.39,1.57,0.779,0.021,49,1,cluster0
224,0.32,3.25,0,0.157,10,1,cluster4
225,0.32,3.24,0,0.159,10,1,cluster4
226,0,3.14,0.258,0.032,43,1,cluster4
227,0,0.69,0.188,0.112,30,1,cluster0
228,0,0.71,1.094,0,16,1,cluster0
229,2.98,2.98,0,0.171,140,1,cluster4
230,0.16,0,0.884,0.752,47,1,cluster0
231,0,1.1,0.683,0,19,1,cluster0
232,0.16,0.98,0.773,0.08,132,1,cluster0
233,0,0.36,0,0,13,1,cluster0
234,1.69,2.54,1.113,0.278,418,1,cluster4
235,0,0.64,0,0,3,1,cluster0
236,0,0.64,0,0,3,1,cluster0
237,0.08,3.14,0.088,0.013,48,1,cluster4
238,2.18,1.09,0.471,0,147,1,cluster0
239,0,0.85,0,0.082,42,1,cluster0
240,0,2.1,1.806,0,5,1,cluster4
241,0,1.12,0.129,0.193,71,1,cluster0
242,2.23,1.11,0.479,0,147,1,cluster0
243,0,0,0.814,0,15,1,cluster0
244,0.32,3.26,0,0.158,10,1,cluster4
245,0,3.59,0.937,0,116,1,cluster4
246,2.23,1.11,0.479,0,147,1,cluster0
247,1.07,2.15,0.145,0.437,10,1,cluster4
248,0,0.47,0.461,0.263,61,1,cluster0
249,0.15,0,0.862,0.707,51,1,cluster0
250,0,0.39,0,0,21,1,cluster0
251,0,1.53,2.766,0.829,25,1,cluster0
252,0.08,0.73,0.39,0.097,119,1,cluster0
253,0,1.04,0.75,0.305,94,1,cluster0
254,0,0.97,0.75,0.305,94,1,cluster0
255,0,0,2.453,0,26,1,cluster0
256,0,3.57,0.931,0,117,1,cluster4
257,0,2.4,1.62,0.347,22,1,cluster4
258,0.33,3.3,0,0.162,50,1,cluster4
259,0.07,1.85,0.159,0.159,44,1,cluster0
260,0.33,3.3,0,0.161,50,1,cluster4
261,0.15,0,0.862,0.707,51,1,cluster0
262,0,0.93,0.043,0,14,1,cluster0
263,0.17,0.86,0.665,0.083,132,1,cluster0
264,0,1.58,0.271,0.135,26,1,cluster0
265,0,0.88,0.204,0.127,73,1,cluster0
266,0,3.33,0.784,0,39,1,cluster4
267,0,1.5,0.203,0.203,34,1,cluster0
268,1.16,2.92,0.09,0.09,9,1,cluster4
269,0,0.88,0.204,0.127,73,1,cluster0
270,0,0.88,0.204,0.127,73,1,cluster0
271,0.58,0,0.829,0,8,1,cluster0
272,0,1.01,0.041,0.124,32,1,cluster0
273,3.12,0,0,0,60,1,cluster0
274,2.28,1.14,0.487,0,147,1,cluster0
275,0.17,0.7,0.085,0.057,39,1,cluster0
276,0,0.47,0.401,0.267,61,1,cluster0
277,2.28,1.14,0.487,0,147,1,cluster0
278,0.17,0.51,0.315,0,149,1,cluster0
279,2.28,1.14,0.487,0,147,1,cluster0
280,3.27,1.63,0.54,0.18,140,1,cluster0
281,0.14,0,0.764,0.784,45,1,cluster0
282,0.19,0.95,0.632,0.03,132,1,cluster0
283,0.2,2.62,1.453,0.129,64,1,cluster4
284,0,2.75,0.531,0,28,1,cluster4
285,0.15,0,0.732,0.753,45,1,cluster0
286,0,0,0.867,0,20,1,cluster0
287,0,1.28,1.117,0,7,1,cluster0
288,0.06,1.15,0.01,0.167,12,1,cluster0
289,0.2,2.92,0.785,0.065,92,1,cluster4
290,5.4,0.9,0.841,0.21,295,1,cluster0
291,0.17,4.12,1.158,0.057,63,1,cluster4
292,0.08,0.77,0.348,0.103,119,1,cluster0
293,0.23,1.84,0.841,0.036,52,1,cluster0
294,0,0.06,0,0.032,15,1,cluster0
295,0,1.05,0.702,0.263,47,1,cluster0
296,0.32,3.24,0,0.157,10,1,cluster4
297,0,5.97,0.715,0.318,22,1,cluster4
298,0,3.27,0.759,0.253,16,1,cluster4
299,0,0.94,0.242,0.107,35,1,cluster0
300,0.35,2.82,0.411,0,60,1,cluster4
301,2.41,2.06,0,0,6,1,cluster4
302,0,0.94,0.295,0.107,34,1,cluster0
303,0.64,3.2,0.551,0.459,22,1,cluster4
304,0.32,3.26,0,0.159,10,1,cluster4
305,0.64,2.56,0.554,0.369,22,1,cluster4
306,0,0,0.07,0.07,23,1,cluster0
307,0,2.75,0.532,0,28,1,cluster4
308,0,1.81,0.309,0,11,1,cluster0
309,0.43,0.86,0.129,0,46,1,cluster0
310,0,1.3,1.133,0,6,1,cluster0
311,0,1.03,0.718,0,61,1,cluster0
312,0.16,0,0.906,0.663,52,1,cluster0
313,0.06,1.09,0.01,0.167,12,1,cluster0
314,0.11,0.58,0.322,0.094,48,1,cluster0
315,0,0,1.284,0,5,1,cluster0
316,0.91,0,0.672,0.269,31,1,cluster0
317,0,5.26,0,0.199,25,1,cluster4
318,0,0.93,0.268,0.107,42,1,cluster0
319,0,0.94,0.241,0.107,35,1,cluster0
320,0.32,3.25,0,0.157,10,1,cluster4
321,0,0,0.511,0,27,1,cluster0
322,0,1.24,1.152,0,121,1,cluster0
323,0,0,0,0,4,1,cluster0
324,0,0,0.511,0,27,1,cluster0
325,0,0,0,0,4,1,cluster0
326,0.17,0.17,0.754,0.681,52,1,cluster0
327,1,4,0.275,0.137,11,1,cluster4
328,0,2.1,0.351,0.175,28,1,cluster4
329,0.16,0,0.693,0.67,52,1,cluster0
330,0,0,1.434,0,75,1,cluster0
331,0,5.26,0,0.201,25,1,cluster4
332,0,3.84,0.23,0.23,41,1,cluster4
333,0.94,0.47,0.217,0,11,1,cluster0
334,0,0.25,0.209,0.209,75,1,cluster0
335,0,1.46,0.604,0.181,58,1,cluster0
336,0,2.58,0.462,0.37,22,1,cluster4
337,0,0.43,0.31,0.062,8,1,cluster0
338,0,3.84,0.23,0.23,41,1,cluster4
339,0.6,0,0,0,11,1,cluster0
340,0.32,3.25,0,0.159,10,1,cluster4
341,0,5.19,0,0.198,25,1,cluster4
342,0,3.84,0.23,0.23,41,1,cluster4
343,0.63,2.54,0.501,0.3,22,1,cluster4
344,0,2.61,0.834,0.463,22,1,cluster4
345,0,0.58,0,1.121,2042,1,cluster0
346,0,0.43,0.31,0.062,8,1,cluster0
347,0,0.23,0.406,0.038,67,1,cluster0
348,0,2.58,0.462,0.37,22,1,cluster4
349,0,0.43,0.31,0.062,8,1,cluster0
350,0,1.46,0.604,0.181,58,1,cluster0
351,0,0,0,0,10,1,cluster0
352,0,3.84,0.23,0.23,41,1,cluster4
353,0.32,3.25,0,0.158,10,1,cluster4
354,0.06,1.09,0.01,0.167,12,1,cluster0
355,0,5.26,0,0.201,25,1,cluster4
356,0.45,0.45,0.063,0.127,46,1,cluster0
357,1.16,0,0,0,1,1,cluster0
358,1.25,0,0,0,1,1,cluster0
359,0,0.17,0.107,0.017,489,1,cluster0
360,0,0,5,0,1,1,cluster0
361,0,1.94,2.443,0,8,1,cluster4
362,0,1.19,1.018,0.036,97,1,cluster0
363,0.32,3.25,0,0.158,10,1,cluster4
364,0,0,0,0,1,1,cluster0
365,0,1.19,1.018,0.036,97,1,cluster0
366,1,2,0.11,0,62,1,cluster4
367,0.05,1.3,0.102,0.259,8,1,cluster0
368,0.32,3.24,0,0.157,10,1,cluster4
369,0,0.67,0.332,0.11,12,1,cluster0
370,0,0.17,0.107,0.017,489,1,cluster0
371,0,0,0.802,0.114,20,1,cluster0
372,0,0.2,0.831,0.338,2204,1,cluster0
373,0,0,0.517,0.103,28,1,cluster0
374,1.48,3.7,0.108,0,12,1,cluster4
375,0,0,0.153,0,11,1,cluster0
376,0,1.36,0.319,0.479,116,1,cluster0
377,0.35,1.77,0.397,0,58,1,cluster0
378,0,1.21,0,0,1,1,cluster0
379,0,5.26,0,0.199,25,1,cluster4
380,0,1.8,0.101,0.202,54,1,cluster0
381,0,0.89,0,0,5,1,cluster0
382,0.25,0.42,0.42,0.114,669,1,cluster0
383,0,0.93,0.663,0,20,1,cluster0
384,0.14,0,0.826,0.745,72,1,cluster0
385,0,1.1,0.01,0.169,12,1,cluster0
386,0,1.1,0.01,0.169,12,1,cluster0
387,0,1.26,0.429,0.236,45,1,cluster0
388,0.08,0.89,0.369,0.109,119,1,cluster0
389,0,0.42,0.356,0.101,669,1,cluster0
390,0.48,0.96,0.163,0,17,1,cluster0
391,0,0,0,0,15,1,cluster0
392,0,2.97,0.105,0.42,12,1,cluster4
393,0.6,1.21,0.101,0.304,30,1,cluster0
394,0,1.26,0.428,0.235,45,1,cluster0
395,0,0,0.163,0.326,21,1,cluster0
396,0.33,0.66,0.537,0,9,1,cluster0
397,0.67,1.35,0.286,0,39,1,cluster0
398,0,1.28,0.23,0.134,144,1,cluster0
399,0,0.62,0,0,22,1,cluster0
400,0.96,2.88,0.616,0,3,1,cluster4
401,0.7,1.4,0.367,0.061,12,1,cluster0
402,0,1.1,0.524,0,7,1,cluster0
403,0,1.75,0,0,6,1,cluster0
404,0,3.57,0.52,0,46,1,cluster4
405,0.08,0.89,0.369,0.109,119,1,cluster0
406,0,3.48,0.165,0.082,12,1,cluster4
407,0,0.4,0.034,0.019,113,1,cluster0
408,0,0,2.636,0.683,36,1,cluster0
409,0.25,0.51,0.354,0,14,1,cluster0
410,0.25,0.42,0.394,0.114,669,1,cluster0
411,0.12,0.6,0.34,0,158,1,cluster0
412,0,1.31,0.577,0.216,90,1,cluster0
413,0,1.02,0.153,0.153,73,1,cluster0
414,0.14,2.02,0.269,0.08,74,1,cluster4
415,0.62,2.51,0.456,0.273,22,1,cluster4
416,0.33,3.87,1.118,0.054,63,1,cluster4
417,0.14,2,0.241,0.072,37,1,cluster4
418,0,2.11,0.255,0.076,37,1,cluster4
419,0,1.35,0.443,0.51,739,1,cluster0
420,0,1.36,1.143,0.519,75,1,cluster0
421,0,1.1,0.367,0.193,75,1,cluster0
422,0.49,2.97,0.497,0.165,78,1,cluster4
423,0,0,3.571,0,7,1,cluster0
424,0.02,1.46,0.382,0.847,193,1,cluster0
425,0,1.1,0.367,0.193,75,1,cluster0
426,1.56,0,0.7,0,12,1,cluster0
427,2.22,2.22,0.146,0,5,1,cluster4
428,0.86,1.73,0.801,0,41,1,cluster0
429,0,4.56,0,0,12,1,cluster4
430,0.5,1.52,0.412,0.412,19,1,cluster0
431,0,0,0.277,0,3,1,cluster0
432,0.5,1.52,0.412,0.412,19,1,cluster0
433,0,1.07,1.257,0,61,1,cluster0
434,0,5.88,0,0,4,1,cluster4
435,0,1.8,0.101,0.222,54,1,cluster0
436,0,0,0.935,0,51,1,cluster0
437,0.12,0.24,0.056,0.094,14,1,cluster0
438,0,2.63,1.007,0,8,1,cluster4
439,0,3.61,0.421,0.21,17,1,cluster4
440,0,0,0.19,0.38,16,1,cluster0
441,0,1.92,1.336,0,3,1,cluster0
442,0,1.69,0.334,0.133,1171,1,cluster0
443,0,0,0,3.125,10,1,cluster0
444,0.13,0.27,0,0,20,1,cluster0
445,0,1.25,0.777,0,61,1,cluster0
446,0.26,0.52,0.369,0,104,1,cluster0
447,0,1.12,0.373,0.196,75,1,cluster0
448,0,0.73,0.041,0.041,69,1,cluster0
449,0,0.73,0.041,0.041,69,1,cluster0
450,0.31,2.51,0.89,0.046,138,1,cluster4
451,0,1.03,0.8,0.177,12,1,cluster0
452,0,2.88,0.084,0.336,12,1,cluster4
453,0,6.45,0,0,1,1,cluster4
454,0,4.48,0,0,12,1,cluster4
455,0.35,0.17,0.057,0.171,34,1,cluster0
456,0,0,0.251,0.251,12,1,cluster0
457,0,0,0.186,0.186,23,1,cluster0
458,0.42,0.42,0.187,0,74,1,cluster0
459,0.45,0.45,0.203,0,72,1,cluster0
460,1,0,0.176,0,20,1,cluster0
461,0,0,1.385,0,169,1,cluster0
462,0,0,0,0,4,1,cluster0
463,0,0,0,0.389,16,1,cluster0
464,0,1.38,0.486,0,11,1,cluster0
465,0,2,0.141,3.305,193,1,cluster4
466,0,0.95,0,0.04,55,1,cluster0
467,0.09,1.56,0.341,0.085,103,1,cluster0
468,0,0,0.546,0,9,1,cluster0
469,0,0,2.631,0,5,1,cluster0
470,0,0,5.844,0,5,1,cluster0
471,0,0,1.081,0,9,1,cluster0
472,0,0.64,0.574,0,30,1,cluster0
473,0,3.73,0.536,0,23,1,cluster4
474,0.64,3.24,0,0.156,19,1,cluster4
475,0,0,0.191,0.383,23,1,cluster0
476,0,0,3.448,0,11,1,cluster0
477,0,0,0.191,0.383,23,1,cluster0
478,0,0,0,0.053,32,1,cluster0
479,0,1.32,0.291,0,3,1,cluster0
480,0.2,1.23,0.816,0.065,45,1,cluster0
481,0,0,4.347,0,1,1,cluster0
482,0.1,0,0.016,0.065,29,1,cluster0
483,0,1.8,0.902,0.225,47,1,cluster0
484,0.09,1.66,0.318,0.151,494,1,cluster0
485,0,6.66,0.396,0,11,1,cluster4
486,0.1,1.72,0.297,0.156,494,1,cluster0
487,0,2.22,1.096,0,107,1,cluster4
488,0.25,0.42,0.394,0.114,669,1,cluster0
489,0,0.77,0.26,0.173,16,1,cluster0
490,1.05,1.05,0.171,0.171,6,1,cluster0
491,0.1,0.61,0.518,0.162,283,1,cluster0
492,0.1,1.72,0.297,0.156,494,1,cluster0
493,0.44,0.44,0.19,0,72,1,cluster0
494,0.1,1.66,0.611,0.264,69,1,cluster0
495,0,0,0.422,0.634,17,1,cluster0
496,0,0,0,0,11,1,cluster0
497,0,1.56,0.111,0.111,6,1,cluster0
498,0.11,2.05,0.492,0.338,87,1,cluster4
499,0,1.35,0.478,0.509,611,1,cluster0
500,0,0,0,0,16,1,cluster0
501,0,0,0.408,0.408,25,1,cluster0
502,0,2.41,0.084,0.761,46,1,cluster4
503,0.25,0.42,0.394,0.114,669,1,cluster0
504,0,1.14,0.264,0,93,1,cluster0
505,0,2.5,0.233,0.233,25,1,cluster4
506,0.31,0.31,0.13,0.173,60,1,cluster0
507,0.06,0.94,1.06,0.151,123,1,cluster0
508,0,1.18,0.843,0.129,42,1,cluster0
509,0,0,0.919,0.367,16,1,cluster0
510,0.16,1.64,0.507,0.493,133,1,cluster0
511,0,0.43,0,0.151,33,1,cluster0
512,0,2.65,0.093,0.466,60,1,cluster4
513,0,2.03,0.556,0.069,1170,1,cluster4
514,0,2.05,0.387,1.961,183,1,cluster4
515,0,1.06,0.311,0,11,1,cluster0
516,0.06,1.52,0.101,0.101,79,1,cluster0
517,0,0,0.208,0.626,17,1,cluster0
518,0.52,0,0.291,0,43,1,cluster0
519,0,1.55,0.057,0,18,1,cluster0
520,0,0.64,1.116,0.111,12,1,cluster0
521,0,0.64,1.103,0.11,12,1,cluster0
522,0.31,1.09,0.378,4.017,23,1,cluster0
523,0.23,0.35,0.42,0.191,283,1,cluster0
524,0,3.38,0.249,0.031,69,1,cluster4
525,0,2.35,0.082,0.41,60,1,cluster4
526,0,0.88,0.153,0.128,73,1,cluster0
527,0,1.63,0.125,0,26,1,cluster0
528,0,0.88,0.153,0.128,73,1,cluster0
529,0.13,1.45,0.456,0.5,129,1,cluster0
530,0,0.61,0.382,0.223,55,1,cluster0
531,0,1.14,0.211,0.74,32,1,cluster0
532,0,1.18,0.109,0.763,32,1,cluster0
533,0,0,0.121,0.121,10,1,cluster0
534,0.77,0.38,0.185,0.216,11,1,cluster0
535,0,0,0.21,0.632,15,1,cluster0
536,0,0,0.203,0.61,17,1,cluster0
537,0.1,0,0.016,0.065,29,1,cluster0
538,0.9,2.72,0.537,0,19,1,cluster4
539,1.02,1.02,0,0.17,4,1,cluster0
540,0.56,1.12,0.153,0,394,1,cluster0
541,0,1.85,0.142,0.5,10,1,cluster0
542,0,1.28,0.094,0.118,27,1,cluster0
543,0,2.91,0,0,4,1,cluster4
544,0,2.23,0.088,0.353,11,1,cluster4
545,0,0,0,0,1,1,cluster0
546,0,1.63,0.121,0,26,1,cluster0
547,0,0,0,0,12,1,cluster0
548,1.07,1.34,0.324,0,52,1,cluster0
549,0.67,0.67,0,0.048,6,1,cluster0
550,0.4,0.4,0.11,0,11,1,cluster0
551,0,3.09,1.689,0.132,102,1,cluster4
552,0.9,3.63,0.774,0,1,1,cluster4
553,0,1.33,0.111,0,7,1,cluster0
554,0,1.34,0.439,0.505,798,1,cluster0
555,0,2.83,1.289,0.042,47,1,cluster4
556,0,2.06,0.213,0.113,76,1,cluster4
557,0.34,2.38,0.215,0,56,1,cluster4
558,0,0.51,1.082,0.299,146,1,cluster0
559,0,1.96,0,0.092,20,1,cluster4
560,0,0.49,0.616,0,128,1,cluster0
